response,term,coefficient,high_minus_low_effect,model_r2,inference_note
edge_void_pct,intercept,1.641937919738483,,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,A_vacuum,0.2404249193710477,0.4808498387420954,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,B_zone_range,0.49528381086097956,0.9905676217219591,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,C_closing_speed,0.12227927725916898,0.24455855451833797,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,D_material_M03,0.35341132108344037,0.7068226421668807,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,E_textured,0.19105190984466153,0.38210381968932305,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,A_vacuum:B_zone_range,0.05871613756361215,0.1174322751272243,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,A_vacuum:C_closing_speed,-0.008196336865883426,-0.016392673731766852,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,B_zone_range:C_closing_speed,-0.0051610921792498154,-0.010322184358499631,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,B_zone_range:E_textured,0.013947891339022725,0.02789578267804545,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
edge_void_pct,D_material_M03:E_textured,0.053920344732804215,0.10784068946560843,0.9547090732689002,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,intercept,24.97560029099403,,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,A_vacuum,1.0591028363001385,2.118205672600277,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,B_zone_range,3.9864240453258106,7.972848090651621,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,C_closing_speed,1.350879430126246,2.701758860252492,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,D_material_M03,2.8364298506477823,5.672859701295565,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,E_textured,-2.8507879238048437,-5.701575847609687,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,A_vacuum:B_zone_range,0.2404366757158345,0.480873351431669,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,A_vacuum:C_closing_speed,0.04973839570894764,0.09947679141789528,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,B_zone_range:C_closing_speed,-0.08213709210016518,-0.16427418420033035,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,B_zone_range:E_textured,-0.6814865790540986,-1.3629731581081972,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
chip_offset_p95_um,D_material_M03:E_textured,-0.9281963335293528,-1.8563926670587056,0.9627117755668353,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,intercept,757.9073108467152,,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,A_vacuum,-1.5485300786922878,-3.0970601573845755,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,B_zone_range,62.96218484289794,125.92436968579588,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,C_closing_speed,-0.8310376444453738,-1.6620752888907475,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,D_material_M03,21.742726193805474,43.48545238761095,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,E_textured,10.240968766132905,20.48193753226581,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,A_vacuum:B_zone_range,1.2075445177623045,2.415089035524609,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,A_vacuum:C_closing_speed,-2.7491281897391606,-5.498256379478321,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,B_zone_range:C_closing_speed,-3.0024538376205854,-6.004907675241171,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,B_zone_range:E_textured,-1.325921979152886,-2.651843958305772,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
warpage_um,D_material_M03:E_textured,-1.1392918121114608,-2.2785836242229216,0.9721373464802565,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,intercept,99.96749691800044,,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,A_vacuum,-2.0156250242053293,-4.031250048410659,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,B_zone_range,0.025964654969866885,0.05192930993973377,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,C_closing_speed,-2.101100135344011,-4.202200270688022,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,D_material_M03,0.03293942465974867,0.06587884931949733,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,E_textured,0.1606007128426276,0.3212014256852552,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,A_vacuum:B_zone_range,0.018875942633298504,0.03775188526659701,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,A_vacuum:C_closing_speed,-0.17946758526006049,-0.35893517052012097,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,B_zone_range:C_closing_speed,0.16628986729274162,0.33257973458548323,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,B_zone_range:E_textured,0.09888604028256127,0.19777208056512255,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
cycle_time_index,D_material_M03:E_textured,0.08843199045694516,0.17686398091389033,0.9823173202134547,whole-plot effects D/E are exploratory; only four whole plots
