run_order,whole_plot,emc_lot,film_roughness_class,film_Ra_um_project_scenario,is_center,A_vacuum_code,B_zone_range_code,C_closing_speed_code,vacuum_base_kpa_abs,zone_range_c,closing_speed_mm_s,notes,actual_vacuum_base_kpa_abs,actual_zone_range_c,actual_closing_speed_mm_s,measured_Ra_um,measured_Rz_um,contact_angle_deg,interface_shear_mpa,viscosity_index,gel_time_s,vacuum_time_s,fill_time_s,process_margin_s,cure_flow_risk,flow_load_index,shift_safety_factor,edge_void_pct,chip_offset_p95_um,warpage_um,cycle_time_index,d_void,d_offset,d_warpage,d_cycle,overall_desirability
20,WP3,M02,Smooth,0.25,0,-1,-1,-1,4.5,1.5,0.85,,4.395101174894688,1.3336547340466067,0.8720731396495794,0.2969583031022368,1.8264813904229729,62.54951046106105,6.402434492570324,0.9929474217755148,27.556506710389044,4.928195541629913,8.155855335700148,14.472455833058984,0.0401015010200903,14.33320215408907,2.1440907086885828,0.3874994778427957,17.65268745105106,672.6234352916786,103.7829255144838,0.9388891209587575,0.8287064408772405,0.8615172755482143,0.6217074485516207,0.8288577779815419
27,WP3,M02,Smooth,0.25,0,1,-1,-1,6.5,1.5,0.85,,6.391525088994308,1.4720269970376934,0.8459402541967695,0.2399119634968235,1.2834328616401294,62.726363113839504,6.548179835047102,0.9892419592728168,27.240727389879616,6.517510375693656,8.139318246450713,12.583898767735246,0.1642696141346618,15.538033185783242,2.022859832542036,0.7431634041780871,19.13208799717467,659.64375914795,100.34530630390675,0.7808162648097391,0.7838761212977373,0.8956743180317104,0.9654693696093247,0.8287309003409443
17,WP2,M02,Textured,0.65,0,1,-1,-1,6.5,1.5,0.85,,6.4362874842482345,1.4513371199452658,0.8509848106388225,0.6358479254137899,3.2333621968267714,74.69692168391857,8.827470398903715,1.014781026707125,27.444950504907183,6.577119493200912,8.186307753857422,12.68152325784885,0.1535728524578289,15.45022049213469,2.7424759365931544,0.8777523148246442,14.63436655846152,685.7048788745147,101.3793666281553,0.720998971189047,0.9201707103496508,0.8270924240144348,0.8620633371844704,0.8243593214907706
14,WP2,M02,Textured,0.65,0,-1,-1,-1,4.5,1.5,0.85,,4.444536434508703,1.5108882856929515,0.8462655941011903,0.6117866064169953,3.1656139156505128,76.87879568992719,8.683182117561149,1.0098862055412432,27.243365161385555,4.859066059665717,8.10547954081029,14.278819560909549,0.0466801237871821,14.44376493847201,2.8856239589774657,0.6261398143188086,14.793159261569512,680.7522582126912,104.08876495442472,0.8328267491916406,0.9153588102554693,0.8401256362823915,0.5911235045575282,0.8129286347100073
26,WP3,M02,Smooth,0.25,0,-1,-1,1,4.5,1.5,1.15,,4.582893890385907,1.4518716573550932,1.13921662490643,0.2256014174416672,1.0844808171169278,63.01709332518105,6.29232509043921,0.9976555172928024,26.767570491463257,4.830021178195605,7.842776106224369,14.094773207043284,0.0538747001515757,17.913089815103103,1.6860944005675085,0.6787700554465468,21.63893399171946,679.9448605658433,99.72258635715802,0.8094355309126459,0.7079110911600164,0.8422503669319913,1.0,0.8071616667171121
11,WP2,M02,Textured,0.65,0,-1,-1,1,4.5,1.5,1.15,,4.509717305885042,1.522884538096088,1.1409931873430468,0.6270207443020603,3.2552485094624792,75.11552711896904,8.980406838823939,0.99188657120792,26.94307310692874,5.007601373151875,7.9334859816450525,14.001985752131812,0.0578872221719909,18.116559546028647,2.37936749065604,0.8901222917828209,17.529263898489237,705.4383055025194,99.89808410514534,0.7155012036520796,0.8324465485306292,0.7751623539407385,1.0,0.8064071207575965
24,WP3,M02,Smooth,0.25,0,1,-1,1,6.5,1.5,1.15,,6.443159976529389,1.4231053404956129,1.1510568416762603,0.2603185354054173,1.4847699804151924,62.647162996376736,6.543002115168878,1.0074287897961351,27.28149462003788,6.59499108542738,7.757425760453336,12.92907777415716,0.1289984042501553,18.748876823607908,1.6751088850967757,0.8441931921702599,21.917404233776445,632.8174160291173,95.5013081132044,0.7359141368132178,0.6994725989764714,0.9662699578181123,1.0,0.7968606172742828
12,WP2,M02,Textured,0.65,1,0,0,0,5.5,2.5,1.0,,5.386906205644279,2.209595051155369,1.0061693819929027,0.6123073148280996,3.0927945943684536,76.7677067962984,8.524797095721,1.002928768401546,26.251519708871285,5.822341410512665,7.961778023144248,12.467400275214374,0.1778082050062576,19.07130473628815,2.145580841231153,1.12885784366992,17.1493698418614,696.7918057726703,99.79840324783213,0.60939651392448,0.8439584896405636,0.7979163005982362,1.0,0.7716136588974968
18,WP2,M02,Textured,0.65,0,1,-1,1,6.5,1.5,1.15,,6.629751648993819,1.505843440466455,1.1405962229520856,0.5843655112246767,2.959222291913453,74.20212764712002,8.499035048149988,0.9956697415364192,27.195484029910013,6.577911001301097,7.902420698128191,12.715152330480723,0.150022459794824,18.999066154306178,2.147230179619833,1.1473050292221665,17.960669844144455,683.1460233600172,95.0492375663062,0.6011977647901482,0.8193736410865317,0.8338262543157441,1.0,0.7662062841271361
19,WP3,M02,Smooth,0.25,1,0,0,0,5.5,2.5,1.0,,5.524542755414866,2.512390341996064,0.9980651220021056,0.2395280207666495,1.1460627115819697,61.05764537935739,5.965407643972602,0.9861620501618228,25.610940442811508,6.017329795766982,7.846848212985314,11.74676243405921,0.2808306198886008,20.609868346903404,1.389332343569807,0.9435159251613834,27.114223697716056,720.3566633751375,99.14408242307825,0.691770699928274,0.5419932212813316,0.7359035174338487,1.0,0.6851549808033496
