run_order,whole_plot,emc_lot,film_roughness_class,film_Ra_um_project_scenario,is_center,A_vacuum_code,B_zone_range_code,C_closing_speed_code,vacuum_base_kpa_abs,zone_range_c,closing_speed_mm_s,notes,actual_vacuum_base_kpa_abs,actual_zone_range_c,actual_closing_speed_mm_s,measured_Ra_um,measured_Rz_um,contact_angle_deg,interface_shear_mpa,viscosity_index,gel_time_s,vacuum_time_s,fill_time_s,process_margin_s,cure_flow_risk,flow_load_index,shift_safety_factor,edge_void_pct,chip_offset_p95_um,warpage_um,cycle_time_index
1,WP1,M03,Smooth,0.25,0,-1,1,1,4.5,3.5,1.15,,4.462655393415367,3.409955627674397,1.1591538540256603,0.23792210302681685,1.3338248394833077,67.5122634034298,5.825168351347392,1.1082131775388666,22.309934367880597,5.072742527196341,8.227837222622219,9.009354618062039,0.786562680913646,31.895384312793176,0.8766412033873019,2.255222752322761,39.43310569883126,837.4025654568377,99.62688381122943
2,WP1,M03,Smooth,0.25,0,-1,-1,-1,4.5,1.5,0.85,,4.533249443839238,1.4948940654908718,0.854207540372421,0.24293004965786666,1.2583395156890849,63.98933886623789,5.941245977836195,1.1304366767989618,25.095586864495818,4.982659171863839,8.31166339203994,11.801264300592038,0.2718935310245755,19.25921392569655,1.4807447907083944,1.0849964477994263,23.76580731920866,695.5896541954095,103.43104592838955
3,WP1,M03,Smooth,0.25,0,1,-1,-1,6.5,1.5,0.85,,6.267665847997002,1.420639120482776,0.8509905843835481,0.2716687307662558,1.2663071488550492,64.19796041230421,6.085999981510395,1.1689621430343322,25.392925070526434,6.3436655959200206,8.562488798708147,10.486770675898269,0.5231953503729375,21.585118757297504,1.3533768444694623,1.2330246342093185,25.914289480046094,699.791812715348,100.00291342050497
4,WP1,M03,Smooth,0.25,0,1,1,1,6.5,3.5,1.15,,6.633371119951035,3.4206143784264986,1.159452612697055,0.2788645962681201,1.2637262466245027,64.92242769251995,5.834306691145883,1.1077615670881744,22.52173505433053,6.968547955236989,8.11976248253933,7.433424616554211,0.9306419122704994,33.36107923192265,0.8394414318198388,2.367743244731977,39.70477067199956,841.4477482336946,95.159037297482
5,WP1,M03,Smooth,0.25,1,0,0,0,5.5,2.5,1.0,,5.309820084099096,2.497108718956625,0.9949251036589889,0.24627327300120336,1.53851807312033,65.99258614204057,6.106912801847609,1.1460518344551787,23.87074360487476,5.751998255249301,8.338350625625363,9.780394724000097,0.6619679273828218,26.852997955649336,1.0916167162147947,1.869517790657896,32.2418828425683,778.5110860304098,99.8874782734726
6,WP1,M03,Smooth,0.25,0,-1,1,-1,4.5,3.5,0.85,,4.4315670180732045,3.3789455576936387,0.8637583635891978,0.24433711815774234,1.2050268710610856,64.72799740024335,6.072938245703131,1.1367655622785464,22.222365564842413,4.918445224966057,8.745494987203635,8.558425352672721,0.8421205237978837,28.84419671643649,1.0106054908010047,1.9565497001853498,33.1407227841394,826.6136208894574,103.96289960604868
7,WP1,M03,Smooth,0.25,0,1,1,-1,6.5,3.5,0.85,,6.56908433374011,3.4474444746563777,0.839873925470643,0.24788680865873994,1.400433844641921,67.01613544012645,6.066105303831192,1.1557225910505333,22.041994479768718,6.750083830003581,8.560849849172902,6.731060800592235,0.9597873506463911,29.87124956142438,0.9747602087591173,2.320725599378343,35.52280898720771,836.9265350783398,99.57599396511355
8,WP1,M03,Smooth,0.25,0,1,-1,1,6.5,1.5,1.15,,6.5041660883131724,1.6319041781373897,1.1428667917067106,0.26620951896548656,1.3223284893119933,67.02987491076227,6.274132372833701,1.1286088011611433,25.426832123546067,6.561470734074939,8.158302351691672,10.707059037779453,0.47806698157108823,25.05887967246619,1.2018029450331722,1.6113222360034716,29.992717402131305,724.2375573194898,95.93415680442818
9,WP1,M03,Smooth,0.25,0,-1,-1,1,4.5,1.5,1.15,,4.460875244955994,1.542335455454569,1.162423943049459,0.2512518401701001,1.1360077202919694,64.41190996603665,6.347332043556047,1.1550930203249352,25.134788108297865,5.0748190945608895,8.223419383665345,11.83654963007163,0.26620349837389157,22.995793211241562,1.324902930253132,1.1734312753250071,25.253892848243982,702.3773868034128,100.31829828168817
10,WP2,M02,Textured,0.65,0,-1,1,1,4.5,3.5,1.15,,4.417698799729951,3.6638879356191376,1.1389249657639724,0.615527256800925,3.216314892293543,74.64040849340155,8.554559895542107,0.9947311124248713,24.032218741253143,4.893615121151593,7.995121951704109,11.143481668397438,0.39039433156035624,25.69881877600951,1.597812251858611,1.5187624171298717,22.712449752191016,800.6058064711311,100.11095531614154
11,WP2,M02,Textured,0.65,0,-1,-1,1,4.5,1.5,1.15,,4.509717305885042,1.522884538096088,1.1409931873430468,0.6270207443020603,3.2552485094624792,75.11552711896904,8.980406838823939,0.99188657120792,26.94307310692874,5.007601373151875,7.9334859816450525,14.001985752131812,0.0578872221719909,18.116559546028647,2.3793674906560396,0.8901222917828209,17.529263898489237,705.4383055025194,99.89808410514534
12,WP2,M02,Textured,0.65,1,0,0,0,5.5,2.5,1.0,,5.386906205644279,2.209595051155369,1.0061693819929027,0.6123073148280996,3.0927945943684536,76.7677067962984,8.524797095721,1.002928768401546,26.251519708871285,5.822341410512665,7.961778023144248,12.467400275214374,0.17780820500625763,19.07130473628815,2.145580841231153,1.12885784366992,17.1493698418614,696.7918057726703,99.79840324783213
13,WP2,M02,Textured,0.65,0,1,1,1,6.5,3.5,1.15,,6.578990313421513,3.5366910848454056,1.1392366679483965,0.6555806472567322,3.411360137602122,75.8850109501592,8.506492001602501,0.9922971863693477,23.808486446129347,6.6971518722824674,7.898914845907654,9.212419727939224,0.7572783958266954,29.11700614333852,1.4023131844904144,2.5921675995860434,26.96905059266874,776.3167544158539,95.9834304147279
14,WP2,M02,Textured,0.65,0,-1,-1,-1,4.5,1.5,0.85,,4.444536434508703,1.5108882856929517,0.8462655941011903,0.6117866064169953,3.1656139156505128,76.87879568992719,8.683182117561149,1.0098862055412432,27.243365161385555,4.859066059665717,8.10547954081029,14.278819560909547,0.046680123787182164,14.44376493847201,2.8856239589774657,0.6261398143188086,14.793159261569512,680.7522582126912,104.08876495442473
15,WP2,M02,Textured,0.65,0,-1,1,-1,4.5,3.5,0.85,,4.418715349097665,3.4863454155322717,0.8526037919203338,0.6431474576484324,3.2719977004048757,74.72105581239299,8.676202354333244,0.998326434900193,23.902543282264844,4.850161346514202,8.30532390176657,10.747058033984072,0.4698895814123888,22.702832148232435,1.8343866099561488,1.4500473167287893,22.092026160587448,826.7010451598899,103.3857176727051
16,WP2,M02,Textured,0.65,0,1,1,-1,6.5,3.5,0.85,,6.59474010730957,3.4331458742050915,0.8396581849910765,0.6377129083059718,3.037715707029788,76.28618417292014,8.188420927963003,0.9697210704233985,23.902139940093583,6.730165870319028,8.002425656717747,9.169548413056809,0.7636814919331779,25.37900488763488,1.5486982499212274,2.3029685265420516,25.041644732454056,821.6936898526128,100.15825306820466
17,WP2,M02,Textured,0.65,0,1,-1,-1,6.5,1.5,0.85,,6.4362874842482345,1.4513371199452658,0.8509848106388225,0.6358479254137899,3.2333621968267714,74.69692168391857,8.827470398903715,1.0147810267071247,27.444950504907183,6.577119493200912,8.186307753857422,12.68152325784885,0.15357285245782892,15.45022049213469,2.7424759365931544,0.8777523148246442,14.63436655846152,685.7048788745147,101.3793666281553
18,WP2,M02,Textured,0.65,0,1,-1,1,6.5,1.5,1.15,,6.629751648993819,1.505843440466455,1.1405962229520856,0.5843655112246767,2.9592222919134534,74.20212764712002,8.499035048149988,0.9956697415364193,27.195484029910013,6.577911001301097,7.902420698128191,12.715152330480725,0.15002245979482406,18.999066154306178,2.147230179619833,1.1473050292221665,17.960669844144455,683.1460233600172,95.0492375663062
19,WP3,M02,Smooth,0.25,1,0,0,0,5.5,2.5,1.0,,5.524542755414866,2.5123903419960634,0.9980651220021057,0.23952802076664959,1.1460627115819697,61.05764537935739,5.965407643972602,0.9861620501618228,25.610940442811508,6.017329795766982,7.846848212985314,11.74676243405921,0.28083061988860086,20.609868346903404,1.389332343569807,0.9435159251613834,27.114223697716056,720.3566633751375,99.14408242307825
